TC_ID | Title | Preconditions | Steps | Expected Result
LIB-010 | Public Audiobook shelf shows real catalogue rows with correct ownership badge and opens the detail sheet | `/api/books` returns at least one title, some owned and some not | 1. Open Library, Public shelf, Audiobook category 2. Tap an owned title 3. Tap an unowned title | Rows show meta "{genre or author} · {durationLabel}"; owned titles show an `MwStatusPill` "Yours"; unowned show a price badge; tapping either opens `showBookDetailSheet` for that book
LIB-011 | Tapping an already-acquired voice shows a toast without a confirm dialog | Public shelf, Voice category; at least one listed voice has `canNarrate == true` | 1. Tap a voice already in the user's picker | No dialog appears; snackbar shows '"{name}" is already in your voice picker.'
LIB-012 | Acquiring a voice: free voice confirms and succeeds; paid voice shows price and can fail | Public shelf, Voice category; one unowned free voice and one unowned paid voice available | 1. Tap the unowned free voice, confirm "Add it" 2. Tap the unowned paid voice, observe dialog price text, confirm "Add it", simulate acquire failure | Dialog title '"Use "{name}"?"'; free voice body: "This voice is free. It will appear when you pick a voice to narrate with."; paid voice body includes "This voice costs {formatted price}. It will appear when you pick a voice to narrate with."; on confirmed success, `_voices.acquire()` runs, the shelf reloads, and toast shows '"{name}" is yours to narrate with.'; on failure toast shows "Could not add that voice: $e" and the voice remains unacquired
LIB-013 | Acquiring a catalogue PDF: dialog for unowned (free/paid), direct navigation for owned | Public shelf, PDF category; one unowned free PDF, one unowned paid PDF, and one already-owned PDF available | 1. Tap the unowned free PDF, confirm "Add it" 2. Tap the unowned paid PDF, observe "Buy for {price}" button, confirm 3. Tap the already-owned PDF | Unowned free: dialog body "Add this to your library to narrate it.", confirm button "Add it"; unowned paid: dialog body includes "This costs {priceLabel}...", confirm button "Buy for {priceLabel}"; after successful `_pdfs.acquire()`, both cases push `AudiobooksScreen` with `sourcePdfId` and a summary "{title} · {pageCount} pages"; the already-owned PDF skips the dialog entirely and navigates straight to `AudiobooksScreen`
LIB-014 | Your Library dashed actions trigger the shared add-PDF and narrate-text flows | Your Library shelf | 1. Tap "Add a PDF" dashed row 2. Tap "Narrate your own text" dashed row | "Add a PDF" (sub: "Turn any document into an audiobook") invokes `widget.onAddPdf` (same file picker/upload flow as Home); "Narrate your own text" (sub: "Paste a letter, a chapter, anything") invokes `widget.onNarrateText`, opening `AudiobooksScreen` with an empty text box
LIB-015 | Your Library empty state differs for "nothing owned" vs. "no search match" | Case A: account owns nothing (no documents, audiobooks, or store PDFs); Case B: account owns items but current search term matches none | 1. Open Your Library shelf with no search text under Case A 2. Under Case B, type a non-matching search term | Case A message: "Add a PDF or record your voice, and everything you make lands here."; Case B message: 'Nothing of yours matches "{query}".'
LIB-016 | Favouriting a document persists locally and updates instantly | Your Library shelf; at least one uploaded document present | 1. Tap the heart icon on a document row 2. Observe icon state 3. Restart search/reload and check state persists 4. Tap the heart again to un-favourite | Icon toggles between `favorite_border` (not favourited) and filled `favorite` (accent color) immediately via `LocalFavourites.toggle()`, which persists the id set to `SharedPreferences` under key `mw_favourite_documents_v1`; this is device-local only (no server sync) per `LocalFavourites`' Favourites-API-covers-catalogue-only design note
LIB-017 | Long-pressing a document offers delete with confirm, optimistic removal, and rollback on failure | Your Library shelf; at least one uploaded document present | 1. Long-press a document row 2. In the dialog, tap "Keep" 3. Long-press again, tap "Remove", simulate a successful delete 4. Repeat, this time simulating delete failure | Dialog title "Remove this PDF?", body '"{title}" will be removed from your library. Audiobooks already narrated from it are unaffected.'; "Keep" dismisses with no change; "Remove" on success optimistically removes the row immediately then calls `DocumentsService.delete`; on failure the row list is restored via `load()` and snackbar shows "Delete failed: $e"
LIB-018 | Your Library audiobook rows show narrating vs. playable state distinctly | Your Library shelf; account has one playable audiobook and one still generating | 1. Open Your Library shelf 2. Observe both audiobook rows | Playable row meta: "Narrated by {voiceStyle or 'your voice'}" with an accent `play_circle_outline` icon; still-generating row meta: "Still narrating · {status}", entire row rendered at 0.6 opacity (dimmed) with an `hourglass_empty` icon in ink3 color and no tap action for narration state (row itself has no onTap defined for audiobooks)
LIB-019 | Store-acquired PDFs (not uploads) are labeled and open directly without an acquire dialog | Your Library shelf; account has acquired at least one catalogue PDF (not their own upload) | 1. Open Your Library shelf 2. Observe the store-PDF row's meta text 3. Tap the row | Meta includes "from the store" alongside author/page count; since `pdf.isOwned` is already true, `_openCataloguePdf` skips the acquire dialog and navigates straight to `AudiobooksScreen` with `sourcePdfId`
LIB-020 | Book detail sheet shows fallback text when a catalogue title has no description | Tap any catalogue book whose `description` is null/empty | 1. Open a catalogue title's detail sheet with no description | Sheet shows "No description yet for this title." in place of the description paragraph
LIB-021 | Book detail sheet favourite toggle updates state and reports failures | Book detail sheet open for a catalogue title | 1. Tap the heart icon to favourite the title, simulate success 2. Tap again to un-favourite, simulate failure | On success, icon updates immediately (filled/accent when favourited, outline/ink3 otherwise) via `CatalogueService.addFavourite`/`removeFavourite`; on failure, snackbar shows "Could not update favourite: $e" and state does not change
LIB-022 | Book detail sheet primary action differs by ownership; acquire failures keep the sheet open | Case A: title already owned; Case B: title unowned and free; Case C: title unowned and paid, acquire will fail | 1. Open detail sheet for an owned title, tap the button 2. Open detail sheet for an unowned free title, tap the button, simulate success 3. Open detail sheet for an unowned paid title, tap the button, simulate failure | Case A: button reads "Narrate in your voice"; tapping pops the sheet and pushes `AudiobooksScreen` with `sourceBookId`; Case B: button reads "Add to your library"; on success, `_book` updates in place (retaining the current favourite flag) and toast shows '"{title}" is yours.'; Case C: button reads "Buy for {priceLabel}" and shows a loading state while busy; on failure toast shows "Could not add that title: $e" and the sheet stays open with the title still unowned
LIB-023 | Book pages screen loading and error states | Navigate to a document's page picker (e.g. the account's 34-page PDF) | 1. Open the document from Library/Home 2. Observe screen before text loads 3. Simulate the `/api/documents/{id}/text` call failing | While loading, body shows `Center(child: MwLoader(...))`; on failure, body shows centered text "Could not load this book: $e" in accent color, and no page list or action buttons render
LIB-024 | Book pages screen lists every page with correct metadata and truncated preview | Document text loads successfully (e.g. 34 pages) | 1. Open the page picker for the document 2. Scroll through the page list | Each row title reads "Page {n} · {chars} chars"; the subtitle shows the page's text verbatim if <=140 characters, or the first 140 characters plus "…" if longer, capped at 2 lines with ellipsis overflow; header line above the list reads "{selected} / {total} pages · {selectedChars} / {maxChars} chars" (maxChars defaults to 20000 if the server doesn't supply one)
LIB-025 | Selecting pages enforces the 20,000-character cap | Document with combined page character count exceeding 20,000 | 1. Select pages one at a time until the next page would push the running total over the max 2. Attempt to select that next page 3. Deselect an already-selected page | Selecting a page that would push `_selectedChars + page.chars` above `_maxChars` is blocked with snackbar "That would exceed the 20,000 character limit." and the checkbox stays unchecked; pages already within the cap toggle normally; deselecting a selected page always succeeds regardless of the cap
LIB-026 | "Select from start" and "Clear" bulk-select controls work as documented | Book pages screen with text loaded | 1. Tap "SELECT FROM START (WITHIN LIMIT)" 2. Tap "CLEAR" | "Select from start" walks pages in document order, adding each to the selection while the running total stays within `_maxChars`, stopping at the first page that would exceed it (replacing any prior selection); "Clear" empties `_selectedPages` entirely, resetting the counter to "0 / {total} pages · 0 / {maxChars} chars"
LIB-027 | "Use Selection in Audiobooks" is gated on selection and passes pages in document order | Book pages screen with text loaded | 1. With zero pages selected, observe the bottom button 2. Select pages out of visual/tap order (e.g. page 5 before page 2) 3. Tap "Use Selection in Audiobooks ->" | Button is disabled (`onPressed: null`) when `_selectedPages` is empty; once at least one page is selected it becomes enabled; on tap, selected pages are sorted ascending by page number and their trimmed text is joined with a blank line, then `AudiobooksScreen` is pushed with `initialTitle` "{filename without .pdf} — p. {firstPage}–{lastPage}", `initialText` set to the joined text, and `sourceFilename` set to the original filename
